the_geom,SITE_ID,CD,Borough,BBL,House__,Street_Nam,Street_On,From_Stree,To_Street,Side_of_St,Asset_Type,Latitude,Longitude
POINT (-73.961259 40.693982),38005,302,Brooklyn,3019090032,584,MYRTLE AV,MYRTLE AV,HALL ST,WASHINGTON AV,,Bike Rack,40.693982,-73.961259
POINT (-73.981466 40.689123),41826,302,Brooklyn,3001490015,585,FULTON ST,FLATBUSH AV EX,HANOVER PL,FLATBUSH AV EX,,Bike Rack,40.689123,-73.981466
POINT (-73.981217 40.689027),6411,302,Brooklyn,3001490014,589,FULTON ST,FLATBUSH AV,HANOVER ST,FLATBUSH AV,W,Bike Rack,40.689027,-73.981217
POINT (-73.988513 40.702568),43921,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),43920,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),43919,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),43918,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),43917,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),43916,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),43915,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),43914,302,Brooklyn,3000390001,59,ADAMS ST,FRONT ST,ADAMS ST,PEARL ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),45806,302,Brooklyn,3000390001,59,ADAMS ST,ADAMS ST,FRONT ST,WATER ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),45805,302,Brooklyn,3000390001,59,ADAMS ST,ADAMS ST,FRONT ST,WATER ST,,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),15631,302,Brooklyn,3000390001,59,ADAMS ST,ADAMS ST,FRONT ST,WATER ST,E,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),2296,302,Brooklyn,3000390001,59,ADAMS ST,ADAMS ST,FRONT ST,WATER ST,E,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),26391,302,Brooklyn,3000390001,59,ADAMS ST,ADAMS ST,FRONT ST,WATER ST,E,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),26390,302,Brooklyn,3000390001,59,ADAMS ST,ADAMS ST,FRONT ST,WATER ST,E,Bike Rack,40.702568,-73.988513
POINT (-73.988513 40.702568),26389,302,Brooklyn,3000390001,59,ADAMS ST,ADAMS ST,FRONT ST,WATER ST,E,Bike Rack,40.702568,-73.988513
POINT (-73.977732 40.684152),14576,302,Brooklyn,3009270001,590,ATLANTIC AV,4 AV,FLATBUSH AV,PACIFIC ST,,Bike Rack,40.684152,-73.977732
POINT (-73.98103 40.688511),41772,302,Brooklyn,3001610043,6,NEVINS ST,NEVINS ST,FLATBUSH AV,AITKEN PL,,Bike Rack,40.688511,-73.98103
POINT (-73.992965 40.687697),15903,302,Brooklyn,3003840010,6,BERGEN ST,BERGEN ST,SMITH ST,COURT ST,N,Bike Rack,40.687697,-73.992965
POINT (-73.992199 40.699159),41695,302,Brooklyn,3002210020,60,HENRY ST,HENRY ST,CRANBERRY ST,ORANGE ST,,Bike Rack,40.699159,-73.992199
POINT (-73.992199 40.699159),41694,302,Brooklyn,3002210020,60,HENRY ST,HENRY ST,CRANBERRY ST,ORANGE ST,,Bike Rack,40.699159,-73.992199
POINT (-73.979394 40.682837),23410,302,Brooklyn,3001980039,60,4 AV,4 AV,DEAN ST,BERGEN ST,W,Bike Rack,40.682837,-73.979394
POINT (-73.995943 40.694482),6466,302,Brooklyn,3002530053,60,REMSEN ST,REMSEN ST,HICKS ST,HENRY ST,N,Bike Rack,40.694482,-73.995943
POINT (-73.991219 40.692078),2609,302,Brooklyn,3002657501,60,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,W,Bike Rack,40.692078,-73.991219
POINT (-73.991043 40.686967),10255,302,Brooklyn,3001930034,61,BERGEN ST,BERGEN ST,SMITH ST,BOERUM PL,,Bike Rack,40.686967,-73.991043
POINT (-73.979427 40.682788),23411,302,Brooklyn,3001980041,62,4 AV,4 AV,DEAN ST,BERGEN ST,W,Bike Rack,40.682788,-73.979427
POINT (-73.960955 40.683941),6605,302,Brooklyn,3019820057,62,DOWNING ST,DOWNING ST,GATES AV,PUTNAM ST,E,Bike Rack,40.683941,-73.960955
POINT (-73.991241 40.692028),11681,302,Brooklyn,3002657501,62,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,W,Bike Rack,40.692028,-73.991241
POINT (-73.975616 40.683457),9505,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.975616 40.683457),9504,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.975616 40.683457),9503,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.975616 40.683457),9502,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.975616 40.683457),9501,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.975616 40.683457),9500,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.975616 40.683457),9499,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.975616 40.683457),6553,302,Brooklyn,3020020001,625,ATLANTIC AV,ATLANTIC AV,5 AV,FLATBUSH AV,N,Bike Rack,40.683457,-73.975616
POINT (-73.974986 40.69802),8002,302,Brooklyn,3020230001,63,FLUSHING AV,FLUSHING AV,,,,Bike Rack,40.69802,-73.974986
POINT (-73.974986 40.69802),7227,302,Brooklyn,3020230001,63,FLUSHING AV,FLUSHING AV,,,,Bike Rack,40.69802,-73.974986
POINT (-73.991063 40.702557),1747,302,Brooklyn,3000367503,63,FRONT ST,FRONT ST,BRIDGE ST,GOLD ST,S,Bike Rack,40.702557,-73.991063
POINT (-73.976771 40.688164),16088,302,Brooklyn,3020980011,63,FT GREENE PL,FT GREENE PL,LAFAYETTE AV,DE KALB AV,E,Bike Rack,40.688164,-73.976771
POINT (-73.98759 40.702941),2298,302,Brooklyn,3000400001,63,PEARL ST,PEARL ST,WATER ST,FRONT ST,E,Bike Rack,40.702941,-73.98759
POINT (-73.979735 40.688442),9032,302,Brooklyn,3020940035,635,FULTON ST,FULTON ST,ROCKWELL PL,HUDSON ST,N,Bike Rack,40.688442,-73.979735
POINT (-73.979735 40.688442),8993,302,Brooklyn,3020940035,635,FULTON ST,FULTON ST,ROCKWELL PL,HUDSON ST,,Bike Rack,40.688442,-73.979735
POINT (-73.979735 40.688442),4201,302,Brooklyn,3020940035,635,FULTON ST,FULTON ST,ROCKWELL PL,HUDSON ST,N,Bike Rack,40.688442,-73.979735
POINT (-73.979735 40.688442),4099,302,Brooklyn,3020940035,635,FULTON ST,FULTON ST,ROCKWELL PL,HUDSON ST,N,Bike Rack,40.688442,-73.979735
POINT (-73.992243 40.699071),41696,302,Brooklyn,3002210028,64,HENRY ST,HENRY ST,CRANBERRY ST,ORANGE ST,,Bike Rack,40.699071,-73.992243
POINT (-73.979459 40.682738),23412,302,Brooklyn,3001980042,64,4 AV,4 AV,DEAN ST,BERGEN ST,W,Bike Rack,40.682738,-73.979459
POINT (-73.975365 40.687102),9029,302,Brooklyn,3021160012,64,LAFAYETTE AV,LAFAYETTE AV,S ELLIOTT PL,S PORTLAND AV,S,Bike Rack,40.687102,-73.975365
POINT (-73.975365 40.687102),4199,302,Brooklyn,3021160012,64,LAFAYETTE AV,LAFAYETTE AV,S ELLIOTT PL,S PORTLAND AV,S,Bike Rack,40.687102,-73.975365
POINT (-73.980516 40.682052),4005,302,Brooklyn,3003890043,65,ST MARK'S PL,ST MARK'S PL,5 AV,6 AV,N,Bike Rack,40.682052,-73.980516
POINT (-73.975805 40.687072),58,302,Brooklyn,3020980087,65,LAFAYETTE AV,LAFAYETTE AV,FULTON ST,S ELLIOTT PL,N,Bike Rack,40.687072,-73.975805
POINT (-73.991227 40.692012),15795,302,Brooklyn,3002660020,65,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,E,Bike Rack,40.692012,-73.991227
POINT (-73.991227 40.692012),15794,302,Brooklyn,3002660020,65,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,E,Bike Rack,40.692012,-73.991227
POINT (-73.991227 40.692012),15793,302,Brooklyn,3002660020,65,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,E,Bike Rack,40.692012,-73.991227
POINT (-73.991227 40.692012),13152,302,Brooklyn,3002660020,65,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,E,Bike Rack,40.692012,-73.991227
POINT (-73.991227 40.692012),8093,302,Brooklyn,3002660020,65,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,E,Bike Rack,40.692012,-73.991227
POINT (-73.991227 40.692012),8092,302,Brooklyn,3002660020,65,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,E,Bike Rack,40.692012,-73.991227
POINT (-73.991227 40.692012),329,302,Brooklyn,3002660020,65,COURT ST,COURT ST,JORALEMON ST,LIVINGSTON ST,E,Bike Rack,40.692012,-73.991227
POINT (-73.990942 40.686926),2339,302,Brooklyn,3001930031,65,BERGEN ST,BERGEN ST,SMITH ST,BOERUM PL,N,Bike Rack,40.686926,-73.990942
POINT (-73.990942 40.686926),1759,302,Brooklyn,3001930031,65,BERGEN ST,BERGEN ST,SMITH ST,BOERUM PL,N,Bike Rack,40.686926,-73.990942
POINT (-73.989627 40.702307),1732,302,Brooklyn,3000510012,65,WASHINGTON ST,WASHINGTON ST,YORK ST,FRONT ST,E,Bike Rack,40.702307,-73.989627
POINT (-73.975701 40.686819),41828,302,Brooklyn,3021130022,650,FULTON ST,FULTON ST,LAFAYETTE AV,S ELLIOTT PL,,Bike Rack,40.686819,-73.975701
POINT (-73.975701 40.686819),3573,302,Brooklyn,3021130022,650,FULTON ST,FULTON ST,S ELLIOTT PL,LAFAYETTE AV,S,Bike Rack,40.686819,-73.975701
POINT (-73.979108 40.688192),68,302,Brooklyn,3020950045,651,FULTON ST,ROCKWELL PL,ASHLAND PL,ROCKWELL PL,N,Bike Rack,40.688192,-73.979108
POINT (-73.991503 40.703265),10840,302,Brooklyn,3000360016,66,WATER ST,WATER ST,MAIN ST,DOCK ST,N,Bike Rack,40.703265,-73.991503
POINT (-73.991503 40.703265),10839,302,Brooklyn,3000360016,66,WATER ST,WATER ST,MAIN ST,DOCK ST,N,Bike Rack,40.703265,-73.991503
POINT (-73.975553 40.686759),41829,302,Brooklyn,3021130034,660,FULTON ST,FULTON ST,LAFAYETTE AV,S ELLIOTT PL,,Bike Rack,40.686759,-73.975553
POINT (-73.978758 40.688049),9031,302,Brooklyn,3020957502,661,FULTON ST,FULTON ST,ASHLAND PL,ROCKWELL PL,N,Bike Rack,40.688049,-73.978758
POINT (-73.978758 40.688049),9030,302,Brooklyn,3020957502,661,FULTON ST,FULTON ST,ASHLAND PL,ROCKWELL PL,N,Bike Rack,40.688049,-73.978758
POINT (-73.978758 40.688049),4200,302,Brooklyn,3020957502,661,FULTON ST,FULTON ST,ASHLAND PL,ROCKWELL PL,N,Bike Rack,40.688049,-73.978758
POINT (-73.975362 40.686682),41830,302,Brooklyn,3021140015,664,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,,Bike Rack,40.686682,-73.975362
POINT (-73.981123 40.702778),14648,302,Brooklyn,3000440029,67,HUDSON AV,HUDSON AV,FRONT ST,WATER ST,W,Bike Rack,40.702778,-73.981123
POINT (-73.975744 40.687077),10856,302,Brooklyn,3020980086,67,LAFAYETTE AV,LAFAYETTE AV,FULTON ST,S ELLIOTT PL,S,Bike Rack,40.687077,-73.975744
POINT (-73.998128 40.69129),6412,302,Brooklyn,3002580105,67,ATLANTIC AV,ATLANTIC AV,HICKS ST,BQE EB EN ATLANTIC AV,N,Bike Rack,40.69129,-73.998128
POINT (-73.998128 40.69129),10298,302,Brooklyn,3002580105,67,ATLANTIC AV,ATLANTIC AV,HICKS ST,BQE EB EN ATLANTIC AV,N,Bike Rack,40.69129,-73.998128
POINT (-73.974897 40.685452),1699,302,Brooklyn,3021140001,67,HANSON PL,HANSON PL,S PORTLAND AV,S ELLIOTT PL,,Bike Rack,40.685452,-73.974897
POINT (-73.984268 40.687737),41790,302,Brooklyn,3001720003,67,BOND ST,BOND ST,SCHERMERHORN ST,STATE ST,,Bike Rack,40.687737,-73.984268
POINT (-73.990958 40.702554),1749,302,Brooklyn,3000367502,67,FRONT ST,FRONT ST,YORK ST,MAIN ST,N,Bike Rack,40.702554,-73.990958
POINT (-73.975157 40.686597),41831,302,Brooklyn,3021140018,670,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,,Bike Rack,40.686597,-73.975157
POINT (-73.974883 40.686484),6554,302,Brooklyn,3021140022,678,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,S,Bike Rack,40.686484,-73.974883
POINT (-73.982307 40.686631),44636,302,Brooklyn,3001780040,68,NEVINS ST,NEVINS ST,ATLANTIC AV,STATE ST,,Bike Rack,40.686631,-73.982307
POINT (-73.99091 40.686896),7342,302,Brooklyn,3003840037,68,BERGEN ST,BERGEN ST,BOERUM PL,SMITH ST,,Bike Rack,40.686896,-73.99091
POINT (-73.986681 40.702763),43765,302,Brooklyn,3000400001,68,JAY ST,JAY ST,FRONT ST,WATER ST,,Bike Rack,40.702763,-73.986681
POINT (-73.990423 40.687513),2337,302,Brooklyn,3001930019,68,DEAN ST,DEAN ST,SMITH ST,BOERUM PL,S,Bike Rack,40.687513,-73.990423
POINT (-73.99091 40.686896),15356,302,Brooklyn,3003840037,68,BERGEN ST,BERGEN ST,SMITH ST,BOERUM PL,S,Bike Rack,40.686896,-73.99091
POINT (-73.99091 40.686896),2340,302,Brooklyn,3003840037,68,BERGEN ST,BERGEN ST,SMITH ST,BOERUM PL,S,Bike Rack,40.686896,-73.99091
POINT (-73.986681 40.702763),2297,302,Brooklyn,3000400001,68,JAY ST,JAY ST,WATER ST,FRONT ST,W,Bike Rack,40.702763,-73.986681
POINT (-73.986681 40.702763),11671,302,Brooklyn,3000400001,68,JAY ST,JAY ST,WATER ST,FRONT ST,W,Bike Rack,40.702763,-73.986681
POINT (-73.974814 40.686457),39418,302,Brooklyn,3021140023,680,FULTON ST,FULTON ST,,,,Bike Rack,40.686457,-73.974814
POINT (-73.974814 40.686457),41832,302,Brooklyn,3021140023,680,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,,Bike Rack,40.686457,-73.974814
POINT (-73.974605 40.686372),6555,302,Brooklyn,3021140023,686,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,S,Bike Rack,40.686372,-73.974605
POINT (-73.975683 40.687085),6556,302,Brooklyn,3020980085,69,LAFAYETTE AV,LAFAYETTE AV,FULTON ST,S ELLIOTT PL,S,Bike Rack,40.687085,-73.975683
POINT (-73.977889 40.687698),8992,302,Brooklyn,3020960069,691,FULTON ST,FULTON ST,ST FELIX ST,ASHLAND PL,N,Bike Rack,40.687698,-73.977889
POINT (-73.977889 40.687698),8991,302,Brooklyn,3020960069,691,FULTON ST,FULTON ST,ST FELIX ST,ASHLAND PL,N,Bike Rack,40.687698,-73.977889
POINT (-73.977889 40.687698),8990,302,Brooklyn,3020960069,691,FULTON ST,FULTON ST,ST FELIX ST,ASHLAND PL,N,Bike Rack,40.687698,-73.977889
POINT (-73.977889 40.687698),4095,302,Brooklyn,3020960069,691,FULTON ST,FULTON ST,ST FELIX ST,ASHLAND PL,N,Bike Rack,40.687698,-73.977889
POINT (-73.977615 40.687591),6511,302,Brooklyn,3020960066,697,FULTON ST,FULTON ST,ASHLAND PL,ST FELIX ST,N,Bike Rack,40.687591,-73.977615
POINT (-73.973974 40.686116),41833,302,Brooklyn,3021150004,698,FULTON ST,FULTON ST,S PORTLAND AV,GREENE AV,,Bike Rack,40.686116,-73.973974
POINT (-73.980489 40.688258),6557,302,Brooklyn,3021060029,7,FLATBUSH AV,FLATBUSH AV,FULTON ST,NEVINS ST,E,Bike Rack,40.688258,-73.980489
POINT (-73.994096 40.70278),41689,302,Brooklyn,3000350011,7,OLD FULTON ST,OLD FULTON ST,WATER ST,FRONT ST,,Bike Rack,40.70278,-73.994096
POINT (-73.97956 40.68259),1330,302,Brooklyn,3001980045,70,4 AV,4 AV,BERGEN ST,ST MARK'S PL,,Bike Rack,40.68259,-73.97956
POINT (-73.97956 40.68259),23413,302,Brooklyn,3001980045,70,4 AV,4 AV,DEAN ST,BERGEN ST,W,Bike Rack,40.68259,-73.97956
POINT (-73.986684 40.702716),43767,302,Brooklyn,3000400001,70,JAY ST,JAY ST,FRONT ST,WATER ST,,Bike Rack,40.702716,-73.986684
POINT (-73.986684 40.702716),43766,302,Brooklyn,3000400001,70,JAY ST,JAY ST,FRONT ST,WATER ST,,Bike Rack,40.702716,-73.986684
POINT (-73.989656 40.702181),9081,302,Brooklyn,3000457501,70,WASHINGTON ST,WASHINGTON AV,FRONT ST,YORK ST,W,Bike Rack,40.702181,-73.989656
POINT (-73.989656 40.702181),9080,302,Brooklyn,3000457501,70,WASHINGTON ST,WASHINGTON AV,FRONT ST,YORK ST,W,Bike Rack,40.702181,-73.989656
POINT (-73.989656 40.702181),1734,302,Brooklyn,3000457501,70,WASHINGTON ST,WASHINGTON ST,FRONT ST,YORK ST,E,Bike Rack,40.702181,-73.989656
POINT (-73.989656 40.702181),1733,302,Brooklyn,3000457501,70,WASHINGTON ST,WASHINGTON ST,FRONT ST,YORK ST,W,Bike Rack,40.702181,-73.989656
POINT (-73.973725 40.686015),41834,302,Brooklyn,3021150008,706,FULTON ST,FULTON ST,S PORTLAND AV,GREENE AV,,Bike Rack,40.686015,-73.973725
POINT (-73.977143 40.68741),4096,302,Brooklyn,3020970081,707,FULTON ST,FULTON ST,FT GREENE PL,ST FELIX ST,N,Bike Rack,40.68741,-73.977143
POINT (-73.977075 40.687382),39416,302,Brooklyn,3020970080,709,FULTON ST,FULTON ST,,,,Bike Rack,40.687382,-73.977075
POINT (-73.975445 40.68711),6558,302,Brooklyn,3020990088,71,LAFAYETTE AV,LAFAYETTE AV,FULTON ST,S ELLIOTT PL,S,Bike Rack,40.68711,-73.975445
POINT (-73.975445 40.68711),10299,302,Brooklyn,3020990088,71,LAFAYETTE AV,LAFAYETTE AV,S ELLIOTT PL,S PORTLAND AV,,Bike Rack,40.68711,-73.975445
POINT (-73.990405 40.687524),2336,302,Brooklyn,3001870031,71,DEAN ST,DEAN ST,SMITH ST,BOERUM PL,N,Bike Rack,40.687524,-73.990405
POINT (-73.973599 40.685965),993,302,Brooklyn,3021150010,710,FULTON ST,FULTON ST,,HANSON PL,W,Bike Rack,40.685965,-73.973599
POINT (-73.973599 40.685965),6559,302,Brooklyn,3021150010,710,FULTON ST,HANSON PL,S OXFORD ST,CARLTON AV,N,Bike Rack,40.685965,-73.973599
POINT (-73.976721 40.687245),4097,302,Brooklyn,3020970077,719,FULTON ST,FT GREENE PL,FT GREENE PL,ST FELIX ST,N,Bike Rack,40.687245,-73.976721
POINT (-73.979687 40.682401),1331,302,Brooklyn,3003890034,72,4 AV,4 AV,BERGEN ST,ST MARK'S PL,,Bike Rack,40.682401,-73.979687
POINT (-73.981145 40.702748),14647,302,Brooklyn,3000430026,72,HUDSON AV,HUDSON AV,FRONT ST,WATER ST,W,Bike Rack,40.702748,-73.981145
POINT (-73.986688 40.702667),9098,302,Brooklyn,3000400001,72,JAY ST,JAY ST,WATER ST,FRONT ST,W,Bike Rack,40.702667,-73.986688
POINT (-73.989974 40.702521),9082,302,Brooklyn,3000457501,72,FRONT ST,FRONT ST,YORK ST,WASHINGTON ST,S,Bike Rack,40.702521,-73.989974
POINT (-73.976393 40.687113),15474,302,Brooklyn,3020980093,723,FULTON ST,FULTON ST,FT GREENE PL,LAFAYETTE AV,N,Bike Rack,40.687113,-73.976393
POINT (-73.976393 40.687113),15473,302,Brooklyn,3020980093,723,FULTON ST,FULTON ST,FT GREENE PL,LAFAYETTE AV,N,Bike Rack,40.687113,-73.976393
POINT (-73.975355 40.686696),15,302,Brooklyn,3021160012,727,FULTON ST,S ELLIOTT PL,,,,Bike Rack,40.686696,-73.975355
POINT (-73.975355 40.686696),6560,302,Brooklyn,3021160012,727,FULTON ST,ELLIOT PL,S PORTLAND AV,S OXFORD ST,E,Bike Rack,40.686696,-73.975355
POINT (-73.995297 40.700463),2573,302,Brooklyn,3002140003,73,COLUMBIA HEIGHTS,COLUMBIA HEIGHTS,BQE WB ENTRANCE OLD FULTON ST,CRANBERRY STREET,,Bike Rack,40.700463,-73.995297
POINT (-73.995297 40.700463),8507,302,Brooklyn,3002140003,73,COLUMBIA HEIGHTS,COLUMBIA HEIGHTS,BQE WB ENTRANCE OLD FULTON ST,CRANBERRY STREET,E,Bike Rack,40.700463,-73.995297
POINT (-73.995297 40.700463),8506,302,Brooklyn,3002140003,73,COLUMBIA HEIGHTS,COLUMBIA HEIGHTS,BQE WB ENTRANCE OLD FULTON ST,CRANBERRY STREET,E,Bike Rack,40.700463,-73.995297
POINT (-73.984701 40.702216),1743,302,Brooklyn,3000550011,73,BRIDGE ST,BRIDGE ST,FRONT ST,YORK ST,E,Bike Rack,40.702216,-73.984701
POINT (-73.975369 40.687118),9028,302,Brooklyn,3020990087,73,LAFAYETTE AV,LAFAYETTE AV,S ELLIOTT PL,S PORTLAND AV,N,Bike Rack,40.687118,-73.975369
POINT (-73.975369 40.687118),4197,302,Brooklyn,3020990087,73,LAFAYETTE AV,LAFAYETTE AV,S ELLIOTT PL,S PORTLAND AV,N,Bike Rack,40.687118,-73.975369
POINT (-73.97512 40.686599),41839,302,Brooklyn,3021160008,735,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,,Bike Rack,40.686599,-73.97512
POINT (-73.975063 40.686578),41838,302,Brooklyn,3021160007,737,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,,Bike Rack,40.686578,-73.975063
POINT (-73.98668 40.688259),41788,302,Brooklyn,3001760026,74,HOYT ST,HOYT ST,STATE ST,ATLANTIC AV,,Bike Rack,40.688259,-73.98668
POINT (-73.974828 40.686481),6512,302,Brooklyn,3021167501,745,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,N,Bike Rack,40.686481,-73.974828
POINT (-73.974771 40.686457),41837,302,Brooklyn,3021167501,747,FULTON ST,FULTON ST,S ELLIOTT PL,S PORTLAND AV,,Bike Rack,40.686457,-73.974771
POINT (-73.982487 40.686326),6562,302,Brooklyn,3001790061,75,NEVINS ST,NEVINS ST,ATLANTIC AV,STATE ST,E,Bike Rack,40.686326,-73.982487
POINT (-73.975293 40.687127),6561,302,Brooklyn,3020990086,75,LAFAYETTE AV,LAFAYETTE AV,FULTON ST,S PORTLAND AV,S,Bike Rack,40.687127,-73.975293
POINT (-73.997804 40.691211),16099,302,Brooklyn,3002580101,75,ATLANTIC AV,ATLANTIC AV,HICKS ST,BQE ON RAMP,N,Bike Rack,40.691211,-73.997804
POINT (-73.997804 40.691211),16098,302,Brooklyn,3002580101,75,ATLANTIC AV,ATLANTIC AV,HICKS ST,BQE ON RAMP,N,Bike Rack,40.691211,-73.997804
POINT (-73.992452 40.698597),11745,302,Brooklyn,3002170001,75,HENRY ST,CADMAN PLZ W,MIDDAGH ST,CLARK ST,W,Bike Rack,40.698597,-73.992452
POINT (-73.992452 40.698597),11744,302,Brooklyn,3002170001,75,HENRY ST,CADMAN PLZ W,MIDDAGH ST,CLARK ST,W,Bike Rack,40.698597,-73.992452
POINT (-73.992452 40.698597),19129,302,Brooklyn,3002170001,75,HENRY ST,HENRY ST,MIDDAGH ST,CLARK ST,,Bike Rack,40.698597,-73.992452
POINT (-73.992452 40.698597),11746,302,Brooklyn,3002170001,75,HENRY ST,CADMAN PLZ W,MIDDAGH ST,CLARK ST,W,Bike Rack,40.698597,-73.992452
POINT (-73.980294 40.689902),6486,302,Brooklyn,3020850001,75,DE KALB AV,DE KALB AV,ROCKWELL PL,HUDSON AV,,Bike Rack,40.689902,-73.980294
POINT (-73.988739 40.689201),41755,302,Brooklyn,3001767501,75,SMITH ST,SMITH ST,STATE ST,ATLANTIC AV,,Bike Rack,40.689201,-73.988739
POINT (-73.990468 40.702546),8467,302,Brooklyn,3000370001,75,FRONT ST,FRONT ST,WASHINGTON ST,MAIN ST,N,Bike Rack,40.702546,-73.990468
POINT (-73.990468 40.702546),2292,302,Brooklyn,3000370001,75,FRONT ST,FRONT ST,WASHINGTON ST,MAIN ST,N,Bike Rack,40.702546,-73.990468
POINT (-73.990468 40.702546),9093,302,Brooklyn,3000370001,75,FRONT ST,WASHINGTON ST,WATER ST,FRONT ST,E,Bike Rack,40.702546,-73.990468
POINT (-73.990468 40.702546),9092,302,Brooklyn,3000370001,75,FRONT ST,WASHINGTON ST,WATER ST,FRONT ST,E,Bike Rack,40.702546,-73.990468
POINT (-73.990468 40.702546),9089,302,Brooklyn,3000370001,75,FRONT ST,WASHINGTON ST,WATER ST,FRONT STREET,W,Bike Rack,40.702546,-73.990468
POINT (-73.990468 40.702546),9088,302,Brooklyn,3000370001,75,FRONT ST,WASHINGTON ST,WATER ST,FRONT STREET,W,Bike Rack,40.702546,-73.990468
POINT (-73.974158 40.68621),9507,302,Brooklyn,3021170043,759,FULTON ST,FULTON ST,S PORTLAND AV,S OXFORD ST,S,Bike Rack,40.68621,-73.974158
POINT (-73.974158 40.68621),9506,302,Brooklyn,3021170043,759,FULTON ST,FULTON ST,S PORTLAND AV,S OXFORD ST,S,Bike Rack,40.68621,-73.974158
POINT (-73.974158 40.68621),6563,302,Brooklyn,3021170043,759,FULTON ST,FULTON ST,S PORTLAND AV,S OXFORD ST,S,Bike Rack,40.68621,-73.974158
POINT (-73.989786 40.702519),41685,302,Brooklyn,3000457501,76,FRONT ST,FRONT ST,MAIN ST,CADMAN PZ E,,Bike Rack,40.702519,-73.989786
POINT (-73.992499 40.698553),41697,302,Brooklyn,3002260023,76,HENRY ST,HENRY ST,ORANGE ST,PINEAPPLE ST,,Bike Rack,40.698553,-73.992499
POINT (-73.973988 40.686141),39419,302,Brooklyn,3021170040,765,FULTON ST,FULTON ST,,,,Bike Rack,40.686141,-73.973988
POINT (-73.973931 40.686116),41836,302,Brooklyn,3021170039,767,FULTON ST,FULTON ST,S PORTLAND AV,GREENE AV,,Bike Rack,40.686116,-73.973931
POINT (-73.969218 40.695208),40942,302,Brooklyn,3018880034,77,CLINTON AV,CLINTON AV,,,,Bike Rack,40.695208,-73.969218
