the_geom,SITE_ID,CD,Borough,BBL,House__,Street_Nam,Street_On,From_Stree,To_Street,Side_of_St,Asset_Type,Latitude,Longitude
POINT (-73.980129 40.660822),961,307,Brooklyn,3011050038,206,PROSPECT PK W,PROSPECT PK W,15 ST,PROSPECT PK W,S,Bike Rack,40.660822,-73.980129
POINT (-73.980245 40.660544),24277,307,Brooklyn,3011060001,211,PROSPECT PK W,16 ST,PROSPECT PK SW,10 AV,N,Bike Rack,40.660544,-73.980245
POINT (-73.973043 40.669172),11137,306,Brooklyn,3010770039,53,PROSPECT PK W,PROSPECT PK W,1 ST,2 ST,,Bike Rack,40.669172,-73.973043
POINT (-73.97304 40.678549),7622,308,Brooklyn,3011500061,119,PROSPECT PL,PROSPECT PL,,,,Bike Rack,40.678549,-73.97304
POINT (-73.935845 40.67353),3137,308,Brooklyn,3013650009,1218,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,S,Bike Rack,40.67353,-73.935845
POINT (-73.9348 40.673488),9815,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,N,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),9814,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,N,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),9813,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,N,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),9812,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,N,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),9790,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),9789,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),9788,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),9787,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),1501,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,N,Bike Rack,40.673488,-73.9348
POINT (-73.9348 40.673488),1080,308,Brooklyn,3013530001,1251,PROSPECT PL,PROSPECT PL,SCHENECTADY AV,TROY AV,,Bike Rack,40.673488,-73.9348
POINT (-73.969503 40.67779),15729,308,Brooklyn,3011580043,224,PROSPECT PL,PROSPECT PL,VANDERBILT AV,CARLTON AV,S,Bike Rack,40.67779,-73.969503
POINT (-73.960268 40.675855),9569,308,Brooklyn,3011620052,502,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,S,Bike Rack,40.675855,-73.960268
POINT (-73.960268 40.675855),7009,308,Brooklyn,3011620052,502,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,S,Bike Rack,40.675855,-73.960268
POINT (-73.958501 40.6755),15733,308,Brooklyn,3011560080,545,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,N,Bike Rack,40.6755,-73.958501
POINT (-73.958501 40.6755),15732,308,Brooklyn,3011560080,545,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,N,Bike Rack,40.6755,-73.958501
POINT (-73.958065 40.67541),37860,308,Brooklyn,3011560070,565,PROSPECT PL,PROSPECT PL,CLASSON AV,FRANKLIN AV,N,Bike Rack,40.67541,-73.958065
POINT (-73.958065 40.67541),15735,308,Brooklyn,3011560070,565,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,N,Bike Rack,40.67541,-73.958065
POINT (-73.958065 40.67541),15734,308,Brooklyn,3011560070,565,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,N,Bike Rack,40.67541,-73.958065
POINT (-73.956847 40.675154),15737,308,Brooklyn,3011560062,597,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,N,Bike Rack,40.675154,-73.956847
POINT (-73.956645 40.675113),15736,308,Brooklyn,3011560061,605,PROSPECT PL,PROSPECT PL,FRANKLIN AV,CLASSON AV,N,Bike Rack,40.675113,-73.956645
POINT (-73.956544 40.675091),15739,308,Brooklyn,3011560061,609,PROSPECT PL,PROSPECT PL,BEDFORD AV,FRANKLIN AV,N,Bike Rack,40.675091,-73.956544
POINT (-73.956544 40.675091),15738,308,Brooklyn,3011560061,609,PROSPECT PL,PROSPECT PL,BEDFORD AV,FRANKLIN AV,N,Bike Rack,40.675091,-73.956544
POINT (-73.952388 40.674447),45294,308,Brooklyn,3012267501,715,PROSPECT PL,PROSPECT PL,NOSTRAND AV,ROGERS AV,N,Bike Rack,40.674447,-73.952388
POINT (-73.952388 40.674447),15740,308,Brooklyn,3012267501,715,PROSPECT PL,PROSPECT PL,NOSTRAND AV,ROGERS AV,N,Bike Rack,40.674447,-73.952388
POINT (-73.952341 40.674444),15741,308,Brooklyn,3012267501,717,PROSPECT PL,PROSPECT PL,NOSTRAND AV,ROGERS AV,N,Bike Rack,40.674444,-73.952341
POINT (-73.952103 40.67443),19705,308,Brooklyn,3012267502,727,PROSPECT PL,PROSPECT PL,,,,Bike Rack,40.67443,-73.952103
POINT (-73.952103 40.67443),17207,308,Brooklyn,3012267502,727,PROSPECT PL,PROSPECT PL,NOSTRAND AV,ROGERS AV,N,Bike Rack,40.67443,-73.952103
POINT (-73.974777 40.679134),23397,306,Brooklyn,3009360036,79,PROSPECT PL,PROSPECT PL,6 AV,5 AV,S,Bike Rack,40.679134,-73.974777
POINT (-73.962779 40.60776),41159,315,Brooklyn,3066420043,1007,QUENTIN RD,QUENTIN RD,E 9 ST,CONEY ISLAND AV,S,Bike Rack,40.60776,-73.962779
POINT (-73.961713 40.607862),41112,315,Brooklyn,3067940007,1114,QUENTIN RD,QUENTIN RD,CONEY ISLAND AV,E 12 ST,S,Bike Rack,40.607862,-73.961713
POINT (-73.961688 40.607881),41111,315,Brooklyn,3067740040,1119,QUENTIN RD,QUENTIN RD,E 12 ST,CONEY ISLAND AV,N,Bike Rack,40.607881,-73.961688
POINT (-73.961659 40.607886),41113,315,Brooklyn,3067740039,1123,QUENTIN RD,QUENTIN RD,CONEY ISLAND AV,E 12 ST,S,Bike Rack,40.607886,-73.961659
POINT (-73.96069 40.607985),41110,315,Brooklyn,3067750039,1221,QUENTIN RD,QUENTIN RD,E 13 ST,E 12 ST,N,Bike Rack,40.607985,-73.96069
POINT (-73.940215 40.612445),6746,318,Brooklyn,,3117,QUENTIN RD,QUENTIN RD,E 31 ST,E 32 ST,,Bike Rack,40.612445,-73.940215
POINT (-73.939545 40.612883),6747,318,Brooklyn,3077050007,3209,QUENTIN RD,QUENTIN RD,E 32 ST,E 33 ST,,Bike Rack,40.612883,-73.939545
POINT (-73.939505 40.612908),6748,318,Brooklyn,3077050004,3217,QUENTIN RD,QUENTIN RD,E 32 ST,E 33 ST,,Bike Rack,40.612908,-73.939505
POINT (-73.936698 40.614721),6749,318,Brooklyn,3077090010,3601,QUENTIN RD,QUENTIN RD,E 36 ST,E 37 ST,,Bike Rack,40.614721,-73.936698
POINT (-73.964601 40.607561),41126,315,Brooklyn,3066400038,813,QUENTIN RD,QUENTIN RD,E 9 ST,E 8 ST,N,Bike Rack,40.607561,-73.964601
POINT (-73.963755 40.607654),11504,315,Brooklyn,3066410038,901,QUENTIN RD,E 9 ST,E 9 ST,E 10 ST,E,Bike Rack,40.607654,-73.963755
POINT (-73.963755 40.607654),11503,315,Brooklyn,3066410038,901,QUENTIN RD,E 9 ST,E 9 ST,E 10 ST,E,Bike Rack,40.607654,-73.963755
POINT (-73.963755 40.607654),9540,315,Brooklyn,3066410038,901,QUENTIN RD,E 9 ST,E 9 ST,E 10 ST,E,Bike Rack,40.607654,-73.963755
POINT (-73.963755 40.607654),6789,315,Brooklyn,3066410038,901,QUENTIN RD,E 9 ST,E 9 ST,E 10 ST,E,Bike Rack,40.607654,-73.963755
POINT (-73.963755 40.607654),11505,315,Brooklyn,3066410038,901,QUENTIN RD,QUENTIN RD,E 9 ST,E 10 ST,N,Bike Rack,40.607654,-73.963755
POINT (-73.963755 40.607654),11502,315,Brooklyn,3066410038,901,QUENTIN RD,QUENTIN RD,E 9 ST,E 10 ST,N,Bike Rack,40.607654,-73.963755
POINT (-73.917804 40.624782),11167,318,Brooklyn,,2181,RALPH AV,RALPH AV,AV L,AV K,,Bike Rack,40.624782,-73.917804
POINT (-73.918428 40.630349),6743,318,Brooklyn,3077630001,1938,RALPH AV,RALPH AV,FLATLANDS AV,AV J,,Bike Rack,40.630349,-73.918428
POINT (-73.91789 40.625392),6735,318,Brooklyn,3078390058,2144,RALPH AV,RALPH AV,AVE K,AVE L,W,Bike Rack,40.625392,-73.91789
POINT (-73.917658 40.623369),11510,318,Brooklyn,3083520001,2231,RALPH AV,RALPH AV,AVE M,E 66 ST,E,Bike Rack,40.623369,-73.917658
POINT (-73.917302 40.620025),6744,318,Brooklyn,3083630009,2385,RALPH AV,RALPH AV,E 64 ST,AV N,,Bike Rack,40.620025,-73.917302
POINT (-73.921858 40.676461),7147,316,Brooklyn,3014310001,365,RALPH AV,RALPH AV,ATLANTIC AV,PACIFIC ST,W,Bike Rack,40.676461,-73.921858
POINT (-73.922109 40.674027),7148,308,Brooklyn,3013570055,444,RALPH AV,RALPH AV,BERGEN ST,ST MARK'S AV,W,Bike Rack,40.674027,-73.922109
POINT (-73.922186 40.672973),7150,316,Brooklyn,3014570001,479,RALPH AV,PROSPECT PL,PROSPECT PL,ST MARK'S AV,E,Bike Rack,40.672973,-73.922186
POINT (-73.922215 40.672657),7149,316,Brooklyn,3014620011,483,RALPH AV,PROSPECT PL,PROSPECT PL,PARK PL,E,Bike Rack,40.672657,-73.922215
POINT (-74.001828 40.680267),10382,306,Brooklyn,3003640035,117,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,S,Bike Rack,40.680267,-74.001828
POINT (-74.001828 40.680267),10381,306,Brooklyn,3003640035,117,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,S,Bike Rack,40.680267,-74.001828
POINT (-74.001828 40.680267),10380,306,Brooklyn,3003640035,117,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,S,Bike Rack,40.680267,-74.001828
POINT (-74.001828 40.680267),10379,306,Brooklyn,3003640035,117,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,S,Bike Rack,40.680267,-74.001828
POINT (-74.00278 40.680536),16507,306,Brooklyn,3003647501,93,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,,Bike Rack,40.680536,-74.00278
POINT (-74.00278 40.680536),16506,306,Brooklyn,3003647501,93,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,,Bike Rack,40.680536,-74.00278
POINT (-74.00278 40.680536),16883,306,Brooklyn,3003647501,93,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,N,Bike Rack,40.680536,-74.00278
POINT (-74.00278 40.680536),16882,306,Brooklyn,3003647501,93,RAPELYE ST,RAPELYE ST,HENRY ST,HICKS ST,N,Bike Rack,40.680536,-74.00278
POINT (-74.00278 40.680536),16416,306,Brooklyn,3003647501,93,RAPELYE ST,RAPELYE ST,HICKS ST,HENRY ST,N,Bike Rack,40.680536,-74.00278
POINT (-74.00278 40.680536),9222,306,Brooklyn,3003647501,93,RAPELYE ST,RAPELYE ST,HICKS ST,HENRY ST,N,Bike Rack,40.680536,-74.00278
POINT (-74.00278 40.680536),4303,306,Brooklyn,3003647501,93,RAPELYE ST,RAPELYE ST,HICKS ST,HENRY ST,N,Bike Rack,40.680536,-74.00278
POINT (-74.016767 40.675183),41297,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),41296,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),41295,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),41294,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),41293,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43670,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43669,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43668,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43667,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43666,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43665,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43664,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43663,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43662,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),43661,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),23343,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,S,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),23342,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,S,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),23341,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,S,Bike Rack,40.675183,-74.016767
POINT (-74.016767 40.675183),23340,306,Brooklyn,3006100041,24,REED ST,REED ST,CONOVER ST,VAN BRUNT ST,S,Bike Rack,40.675183,-74.016767
POINT (-73.95844 40.646408),26219,314,Brooklyn,3051250025,2123,REGENT PL,REGENT PL,FLATBUSH AV,E 21 ST,N,Bike Rack,40.646408,-73.95844
POINT (-73.928404 40.660381),45814,317,Brooklyn,3046090069,151,REMSEN AV,REMSEN AV,WINTHROP ST,RUTLAND RD,,Bike Rack,40.660381,-73.928404
POINT (-74.02999 40.633264),8785,310,Brooklyn,3059170001,7323,RIDGE BL,RIDGE BL,72 ST,73 ST,E,Bike Rack,40.633264,-74.02999
POINT (-74.02999 40.633264),8784,310,Brooklyn,3059170001,7323,RIDGE BL,RIDGE BL,72 ST,73 ST,E,Bike Rack,40.633264,-74.02999
POINT (-74.02999 40.633264),8783,310,Brooklyn,3059170001,7323,RIDGE BL,RIDGE BL,72 ST,73 ST,E,Bike Rack,40.633264,-74.02999
POINT (-74.02999 40.633264),3566,310,Brooklyn,3059170001,7323,RIDGE BL,RIDGE BL,72 ST,73 ST,E,Bike Rack,40.633264,-74.02999
POINT (-73.953461 40.660045),45955,309,Brooklyn,3050330001,499,ROGERS AV,ROGERS AV,,,,Bike Rack,40.660045,-73.953461
POINT (-73.883368 40.68303),12431,305,Brooklyn,3039110059,145,RIDGEWOOD AV,RIDGEWOOD AV,ESSEX ST,SHEPHERD AV,,Bike Rack,40.68303,-73.883368
POINT (-73.883368 40.68303),12430,305,Brooklyn,3039110059,145,RIDGEWOOD AV,RIDGEWOOD AV,ESSEX ST,SHEPHERD AV,,Bike Rack,40.68303,-73.883368
POINT (-73.883365 40.683013),12442,305,Brooklyn,3039280024,146,RIDGEWOOD AV,RIDGEWOOD AV,ESSEX ST,SHEPHERD AV,,Bike Rack,40.683013,-73.883365
POINT (-73.87966 40.683696),12432,305,Brooklyn,3039160030,241,RIDGEWOOD AV,RIDGEWOOD AV,HALE AV,NORWOOD AV,,Bike Rack,40.683696,-73.87966
POINT (-73.878611 40.683958),12433,305,Brooklyn,3041130051,275,RIDGEWOOD AV,LOGAN ST,NORWOOD AV,LOGAN ST,,Bike Rack,40.683958,-73.878611
POINT (-73.878167 40.684048),12443,305,Brooklyn,3041260025,280,RIDGEWOOD AV,RIDGEWOOD AV,LOGAN ST,RICHMOND ST,,Bike Rack,40.684048,-73.878167
POINT (-73.878117 40.684062),12444,305,Brooklyn,3041260025,282,RIDGEWOOD AV,RIDGEWOOD AV,LOGAN ST,RICHMOND ST,,Bike Rack,40.684062,-73.878117
POINT (-73.876226 40.684532),12446,305,Brooklyn,3041270031,342,RIDGEWOOD AV,RIDGEWOOD AV,RICHMOND ST,CHESTNUT ST,,Bike Rack,40.684532,-73.876226
POINT (-73.876226 40.684532),12445,305,Brooklyn,3041270031,342,RIDGEWOOD AV,RIDGEWOOD AV,RICHMOND ST,CHESTNUT ST,,Bike Rack,40.684532,-73.876226
POINT (-73.876078 40.684584),12434,305,Brooklyn,3041150052,347,RIDGEWOOD AV,RIDGEWOOD AV,RICHMOND ST,CHESTNUT ST,,Bike Rack,40.684584,-73.876078
POINT (-73.876024 40.6846),12435,305,Brooklyn,3041150052,349,RIDGEWOOD AV,CHESNUT ST,RICHMOND ST,CHESTNUT ST,,Bike Rack,40.6846,-73.876024
POINT (-73.875642 40.684693),12436,305,Brooklyn,3041160001,351,RIDGEWOOD AV,RIDGEWOOD AV,CHESTNUT ST,EUCLID AV,,Bike Rack,40.684693,-73.875642
POINT (-73.875638 40.68468),12447,305,Brooklyn,3041280025,352,RIDGEWOOD AV,RIDGEWOOD AV,CHESTNUT ST,EUCLID AV,,Bike Rack,40.68468,-73.875638
POINT (-73.874318 40.685027),12437,305,Brooklyn,,391,RIDGEWOOD AV,EUCLID ST,EUCLID AV,PINE ST,,Bike Rack,40.685027,-73.874318
POINT (-73.87426 40.68504),12438,305,Brooklyn,3041170001,393,RIDGEWOOD AV,RIDGEWOOD AV,EUCLID AV,PINE ST,,Bike Rack,40.68504,-73.87426
POINT (-73.873795 40.685155),12439,305,Brooklyn,3041170045,409,RIDGEWOOD AV,RIDGEWOOD AV,EUCLID AV,PINE ST,,Bike Rack,40.685155,-73.873795
POINT (-73.873034 40.685327),12483,305,Brooklyn,3041300036,430,RIDGEWOOD AV,RIDGEWOOD AV,PINE ST,CRESCENT ST,,Bike Rack,40.685327,-73.873034
POINT (-73.872572 40.685461),12479,305,Brooklyn,3041190014,437,RIDGEWOOD AV,RIDGEWOOD AV,CRESCENT ST,HEMLOCK ST,,Bike Rack,40.685461,-73.872572
POINT (-73.871349 40.685751),12448,305,Brooklyn,3041320030,472,RIDGEWOOD AV,HEMLOCK ST,HEMLOCK ST,AUTUMN AV,,Bike Rack,40.685751,-73.871349
POINT (-73.868694 40.686428),12440,305,Brooklyn,3041220001,551,RIDGEWOOD AV,NICHOLS AV,NICHOLS AV,GRANT AV,,Bike Rack,40.686428,-73.868694
POINT (-73.868694 40.686428),12441,305,Brooklyn,3041220001,551,RIDGEWOOD AV,RIDGEWOOD AV,NICHOLS AV,GRANT AV,,Bike Rack,40.686428,-73.868694
POINT (-73.867161 40.686786),12449,305,Brooklyn,3041360033,600,RIDGEWOOD AV,RIDGEWOOD AV,GRANT AV,ELDERT LA,,Bike Rack,40.686786,-73.867161
POINT (-73.91243 40.660425),13157,316,Brooklyn,3035980034,120,RIVERDALE AV,RIVERDALE AV,HERZL ST,AMBOY ST,,Bike Rack,40.660425,-73.91243
POINT (-73.907812 40.661129),12921,316,Brooklyn,3035900011,245,RIVERDALE AV,RIVERDALE AV,OSBORN AV,THATFORD AV,,Bike Rack,40.661129,-73.907812
POINT (-73.905292 40.661487),13276,316,Brooklyn,3036060010,300,RIVERDALE AV,WATKINS ST,MOTHER GASTON BL,WATKINS ST,,Bike Rack,40.661487,-73.905292
POINT (-73.905292 40.661487),13275,316,Brooklyn,3036060010,300,RIVERDALE AV,WATKINS ST,MOTHER GASTON BL,WATKINS ST,,Bike Rack,40.661487,-73.905292
POINT (-73.902638 40.661896),13274,316,Brooklyn,3035220009,365,RIVERDALE AV,OSBORN ST,THATFORD AV,OSBORN ST,,Bike Rack,40.661896,-73.902638
POINT (-73.902638 40.661896),13273,316,Brooklyn,3035220009,365,RIVERDALE AV,OSBORN ST,THATFORD AV,OSBORN ST,,Bike Rack,40.661896,-73.902638
POINT (-73.89815 40.662549),12393,305,Brooklyn,3038350021,482,RIVERDALE AV,RIVERDALE AV,HINSDALE ST,WILLIAMS AV,,Bike Rack,40.662549,-73.89815
POINT (-73.889245 40.663888),11794,305,Brooklyn,3038270051,715,RIVERDALE AV,MILLER AV,MILLER AV,BRADFORD ST,,Bike Rack,40.663888,-73.889245
POINT (-73.914272 40.660152),19199,316,Brooklyn,3035960038,72,RIVERDALE AV,STRAUSS ST,,,,Bike Rack,40.660152,-73.914272
POINT (-73.910888 40.678457),12908,316,Brooklyn,3015410001,142,ROCKAWAY AV,ROCKAWAY AV,SOMERS ST,FULTON ST,,Bike Rack,40.678457,-73.910888
POINT (-73.911093 40.671126),12909,316,Brooklyn,3034890101,367,ROCKAWAY AV,ROCKAWAY AV,PITKIN AV,EAST NEW YORK AV,,Bike Rack,40.671126,-73.911093
POINT (-73.910684 40.669421),12910,316,Brooklyn,3035210041,428,ROCKAWAY AV,ROCKAWAY AV,PITKIN AV,SUTTER AV,,Bike Rack,40.669421,-73.910684
POINT (-73.910601 40.669188),12914,316,Brooklyn,3035220009,441,ROCKAWAY AV,ROCKAWAY AV,BELMONT AV,PITKIN AV,,Bike Rack,40.669188,-73.910601
POINT (-73.911486 40.681603),19197,316,Brooklyn,3015220009,45,ROCKAWAY AV,ROCKAWAY AV,,,,Bike Rack,40.681603,-73.911486
POINT (-73.910519 40.668781),12915,316,Brooklyn,3035210022,464,ROCKAWAY AV,ROCKAWAY AV,PITKIN AV,SUTTER AV,,Bike Rack,40.668781,-73.910519
POINT (-73.910368 40.668191),12917,316,Brooklyn,3035210018,478,ROCKAWAY AV,ROCKAWAY AV,PITKIN AV,SUTTER AV,,Bike Rack,40.668191,-73.910368
POINT (-73.910368 40.668191),12916,316,Brooklyn,3035210018,478,ROCKAWAY AV,ROCKAWAY AV,PITKIN AV,SUTTER AV,,Bike Rack,40.668191,-73.910368
POINT (-73.9103 40.668007),12913,316,Brooklyn,3035260012,489,ROCKAWAY AV,ROCKAWAY AV,SUTTER AV,BELMONT AV,,Bike Rack,40.668007,-73.9103
POINT (-73.9103 40.668007),12912,316,Brooklyn,3035260012,489,ROCKAWAY AV,ROCKAWAY AV,SUTTER AV,BELMONT AV,,Bike Rack,40.668007,-73.9103
POINT (-73.910268 40.667801),12918,316,Brooklyn,3035210067,500,ROCKAWAY AV,ROCKAWAY AV,PITKIN AV,SUTTER AV,,Bike Rack,40.667801,-73.910268
POINT (-73.911429 40.681312),12905,316,Brooklyn,3015220004,53,ROCKAWAY AV,ROCKAWAY AV,SUMPTER ST,MARION ST,,Bike Rack,40.681312,-73.911429
POINT (-73.909795 40.665951),19226,316,Brooklyn,3035430043,578,ROCKAWAY AV,ROCKAWAY AV,,,,Bike Rack,40.665951,-73.909795
POINT (-73.909759 40.665816),13095,316,Brooklyn,3035430043,584,ROCKAWAY AV,BLAKE AV,SUTTER AV,BLAKE AV,,Bike Rack,40.665816,-73.909759
POINT (-73.909759 40.665816),13094,316,Brooklyn,3035430043,584,ROCKAWAY AV,ROCKAWAY AV,SUTTER AV,BLAKE AV,,Bike Rack,40.665816,-73.909759
POINT (-73.911386 40.681089),12904,316,Brooklyn,3015220070,59,ROCKAWAY AV,SUMPTER ST,SUMPTER ST,MARION ST,,Bike Rack,40.681089,-73.911386
POINT (-73.90968 40.66552),17236,316,Brooklyn,3035600026,592,ROCKAWAY AV,ROCKAWAY AV,BLAKE AV,DUMONT AV,,Bike Rack,40.66552,-73.90968
POINT (-73.90968 40.66552),17113,316,Brooklyn,3035600026,592,ROCKAWAY AV,ROCKAWAY AV,BLAKE AV,DUMONT AV,,Bike Rack,40.66552,-73.90968
POINT (-73.908575 40.661245),12920,316,Brooklyn,3035900001,767,ROCKAWAY AV,RIVERDALE AV,RIVERDALE AV,LIVONIA AV,,Bike Rack,40.661245,-73.908575
POINT (-73.908457 40.66071),12922,316,Brooklyn,3036027501,774,ROCKAWAY AV,ROCKAWAY AV,RIVERDALE AV,NEWPORT AV,,Bike Rack,40.66071,-73.908457
POINT (-73.908023 40.659024),12923,316,Brooklyn,3036140041,842,ROCKAWAY AV,ROCKAWAY AV,NEWPORT ST,LOTT AV,,Bike Rack,40.659024,-73.908023
POINT (-73.952937 40.673437),7028,308,Brooklyn,3012400010,117,ROGERS AV,PARK PL,STERLING PL,PARK PL,E,Bike Rack,40.673437,-73.952937
POINT (-73.953318 40.669375),244,309,Brooklyn,3012680001,209,ROGERS AV,ROGERS AV,,,W,Bike Rack,40.669375,-73.953318
POINT (-73.953423 40.668483),9197,309,Brooklyn,3012740042,220,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.668483,-73.953423
POINT (-73.953423 40.668483),255,309,Brooklyn,3012740042,220,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.668483,-73.953423
POINT (-73.953438 40.66809),254,309,Brooklyn,3012820012,241,ROGERS AV,PRESIDENT ST,,,E,Bike Rack,40.66809,-73.953438
POINT (-73.953463 40.667829),243,309,Brooklyn,3012820008,251,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.667829,-73.953463
POINT (-73.95363 40.666309),253,309,Brooklyn,3012950042,290,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.666309,-73.95363
POINT (-73.953637 40.666218),252,309,Brooklyn,3012950143,294,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.666218,-73.953637
POINT (-73.953674 40.665818),251,309,Brooklyn,3012950049,312,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.665818,-73.953674
POINT (-73.953688 40.665686),250,309,Brooklyn,3012950052,318,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.665686,-73.953688
POINT (-73.953692 40.665392),249,309,Brooklyn,3013050009,319,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.665392,-73.953692
POINT (-73.953696 40.665354),41418,309,Brooklyn,3013050009,321,ROGERS AV,ROGERS AV,,,,Bike Rack,40.665354,-73.953696
POINT (-73.953696 40.665354),41417,309,Brooklyn,3013050009,321,ROGERS AV,ROGERS AV,,,,Bike Rack,40.665354,-73.953696
POINT (-73.953699 40.665313),248,309,Brooklyn,3013050009,323,ROGERS AV,ROGERS AV,,,E,Bike Rack,40.665313,-73.953699
POINT (-73.953732 40.665192),247,309,Brooklyn,3013040129,330,ROGERS AV,ROGERS AV,,,W,Bike Rack,40.665192,-73.953732
